CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
ET,404,ETHIOPIAN AIRLINES,2024-11-14T06:05:00,2024-11-14T06:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-11-14T06:05:00,2024-11-14T06:05:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
LY,8804,EL AL ISRAEL AIRLINES,2024-11-14T06:05:00,2024-11-14T06:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-11-14T06:10:00,2024-11-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-11-14T06:10:00,2024-11-14T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,385,EL AL ISRAEL AIRLINES,2024-11-14T06:10:00,2024-11-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
QF,5021,QANTAS AIRWAYS,2024-11-14T06:10:00,2024-11-14T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
SK,3167,SAS,2024-11-14T06:10:00,2024-11-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
TG,4583,THAI AIRWAYS,2024-11-14T06:10:00,2024-11-14T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TP,8898,AIR PORTUGAL,2024-11-14T06:10:00,2024-11-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
VN,3299,VIETNAM AIRLINES,2024-11-14T06:10:00,2024-11-14T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
AM,7879,AERO MEXICO,2024-11-14T06:15:00,2024-11-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-11-14T06:15:00,2024-11-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
IB,7714,IBERIA,2024-11-14T06:15:00,2024-11-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-11-14T06:15:00,2024-11-14T06:15:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
LY,395,EL AL ISRAEL AIRLINES,2024-11-14T06:15:00,2024-11-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-11-14T06:25:00,2024-11-14T06:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-11-14T06:25:00,2024-11-14T06:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IB,7712,IBERIA,2024-11-14T06:25:00,2024-11-14T06:25:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
LY,028,EL AL ISRAEL AIRLINES,2024-11-14T06:25:00,2024-11-14T06:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,361,EL AL ISRAEL AIRLINES,2024-11-14T06:25:00,2024-11-14T06:25:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2024-11-14T06:25:00,2024-11-14T06:25:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
BZ,251,BLUE BIRD AIRWAYS,2024-11-14T06:30:00,2024-11-14T06:30:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-11-14T06:30:00,2024-11-14T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
LY,5145,EL AL ISRAEL AIRLINES,2024-11-14T06:30:00,2024-11-14T06:30:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,ON TIME,בזמן
6H,041,ISRAIR AIRLINES,2024-11-14T06:30:00,2024-11-14T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,355-360,C,ON TIME,בזמן
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-11-14T06:35:00,2024-11-14T06:35:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-11-14T06:35:00,2024-11-14T06:35:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7438,DELTA AIRLINES,2024-11-14T06:35:00,2024-11-14T06:35:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-11-14T06:35:00,2024-11-14T06:35:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2024-11-14T06:40:00,2024-11-14T06:40:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-11-14T06:40:00,2024-11-14T06:40:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
QS,1286,SMARTWINGS,2024-11-14T06:40:00,2024-11-14T06:40:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
SK,3185,SAS,2024-11-14T06:40:00,2024-11-14T06:40:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-11-14T06:40:00,2024-11-14T06:40:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
A9,695,GEORGIAN AIRWAYS,2024-11-14T06:45:00,2024-11-14T06:45:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
EK,2450,EMIRATES,2024-11-14T06:55:00,2024-11-14T06:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1625,FLYDUBAI,2024-11-14T06:55:00,2024-11-14T06:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,931,ARKIA  ISRAELI  AIRLINES,2024-11-14T07:00:00,2024-11-14T07:00:00,D,MAN,MANCHESTER,מנצ'סטר,MANCHESTER,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
6H,883,ISRAIR AIRLINES,2024-11-14T07:00:00,2024-11-14T07:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
ET,415,ETHIOPIAN AIRLINES,2024-11-14T07:05:00,2024-11-14T07:05:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-11-14T07:05:00,2024-11-14T07:05:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
LY,8805,EL AL ISRAEL AIRLINES,2024-11-14T07:05:00,2024-11-14T07:05:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,ON TIME,בזמן
LY,2521,EL AL ISRAEL AIRLINES,2024-11-14T07:15:00,2024-11-14T07:15:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
LY,5141,EL AL ISRAEL AIRLINES,2024-11-14T07:20:00,2024-11-14T07:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-11-14T07:20:00,2024-11-14T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
BZ,702,BLUE BIRD AIRWAYS,2024-11-14T07:30:00,2024-11-14T07:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
B6,6480,JETBLUE AIRWAYS CORPORATION,2024-11-14T07:35:00,2024-11-14T07:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7447,DELTA AIRLINES,2024-11-14T07:35:00,2024-11-14T07:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,010,EL AL ISRAEL AIRLINES,2024-11-14T07:35:00,2024-11-14T07:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
6H,725,ISRAIR AIRLINES,2024-11-14T07:35:00,2024-11-14T07:35:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
QS,1287,SMARTWINGS,2024-11-14T07:40:00,2024-11-14T07:40:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
A9,696,GEORGIAN AIRWAYS,2024-11-14T07:45:00,2024-11-14T07:45:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
EK,2345,EMIRATES,2024-11-14T07:45:00,2024-11-14T07:45:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1807,FLYDUBAI,2024-11-14T07:45:00,2024-11-14T07:45:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
6H,563,ISRAIR AIRLINES,2024-11-14T07:45:00,2024-11-14T07:45:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
IZ,803,ARKIA  ISRAELI  AIRLINES,2024-11-14T08:00:00,2024-11-14T08:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2024-11-14T08:00:00,2024-11-14T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
6H,049,ISRAIR AIRLINES,2024-11-14T08:00:00,2024-11-14T08:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,355-360,C,ON TIME,בזמן
EK,2451,EMIRATES,2024-11-14T08:05:00,2024-11-14T08:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1626,FLYDUBAI,2024-11-14T08:05:00,2024-11-14T08:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,5165,EL AL ISRAEL AIRLINES,2024-11-14T08:15:00,2024-11-14T08:15:00,D,TGD,PODGORICA,פודגוריצה,PODGORICA,מונטנגרו,MONTENEGRO,3,,,ON TIME,בזמן
6H,727,ISRAIR AIRLINES,2024-11-14T08:35:00,2024-11-14T08:35:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
EK,2346,EMIRATES,2024-11-14T08:55:00,2024-11-14T08:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1808,FLYDUBAI,2024-11-14T08:55:00,2024-11-14T08:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
6H,253,ISRAIR AIRLINES,2024-11-14T08:55:00,2024-11-14T08:55:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
6H,885,ISRAIR AIRLINES,2024-11-14T08:55:00,2024-11-14T08:55:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
AF,7069,AIR FRANCE,2024-11-14T09:00:00,2024-11-14T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7885,AERO MEXICO,2024-11-14T09:00:00,2024-11-14T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
DL,7454,DELTA AIRLINES,2024-11-14T09:00:00,2024-11-14T09:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-11-14T09:00:00,2024-11-14T09:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,2525,EL AL ISRAEL AIRLINES,2024-11-14T09:00:00,2024-11-14T09:00:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-11-14T09:00:00,2024-11-14T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
LY,357,EL AL ISRAEL AIRLINES,2024-11-14T09:00:00,2024-11-14T09:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
SK,3163,SAS,2024-11-14T09:00:00,2024-11-14T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3165,SAS,2024-11-14T09:00:00,2024-11-14T09:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
6H,761,ISRAIR AIRLINES,2024-11-14T09:00:00,2024-11-14T09:00:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-11-14T09:10:00,2024-11-14T09:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
DL,7452,DELTA AIRLINES,2024-11-14T09:10:00,2024-11-14T09:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
EK,2369,EMIRATES,2024-11-14T09:10:00,2024-11-14T09:10:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-11-14T09:10:00,2024-11-14T09:10:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,151,ARKIA  ISRAELI  AIRLINES,2024-11-14T09:10:00,2024-11-14T09:10:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,ON TIME,בזמן
LY,315,EL AL ISRAEL AIRLINES,2024-11-14T09:10:00,2024-11-14T09:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
SK,3181,SAS,2024-11-14T09:10:00,2024-11-14T09:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
VS,7493,VIRGIN ATLANTIC AIRWAYS,2024-11-14T09:10:00,2024-11-14T09:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
6H,042,ISRAIR AIRLINES,2024-11-14T09:10:00,2024-11-14T09:10:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
WZ,017,RED WINGS AIRLINES,2024-11-14T09:25:00,2024-11-14T09:25:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
E2,501,AIR HAIFA,2024-11-14T09:30:00,2024-11-14T09:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-11-14T09:30:00,2024-11-14T09:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,355-360,C,ON TIME,בזמן
6H,943,ISRAIR AIRLINES,2024-11-14T09:30:00,2024-11-14T09:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
U8,108,TUS AIRWAYS,2024-11-14T09:35:00,2024-11-14T09:35:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
CY,110,CYPRUS AIRWAYS,2024-11-14T09:45:00,2024-11-14T09:45:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-11-14T10:00:00,2024-11-14T10:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
EK,2370,EMIRATES,2024-11-14T10:30:00,2024-11-14T10:30:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-11-14T10:30:00,2024-11-14T10:30:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
IZ,804,ARKIA  ISRAELI  AIRLINES,2024-11-14T10:30:00,2024-11-14T10:30:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,5142,EL AL ISRAEL AIRLINES,2024-11-14T10:30:00,2024-11-14T10:30:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
HY,301,UZBEKISTAN AIR,2024-11-14T10:35:00,2024-11-14T10:35:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,NOT FINAL,לא סופי
U8,312,TUS AIRWAYS,2024-11-14T10:35:00,2024-11-14T10:35:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
WZ,020,RED WINGS AIRLINES,2024-11-14T10:35:00,2024-11-14T10:35:00,D,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
6H,050,ISRAIR AIRLINES,2024-11-14T10:40:00,2024-11-14T10:40:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
6H,663,ISRAIR AIRLINES,2024-11-14T10:40:00,2024-11-14T10:40:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-11-14T10:45:00,2024-11-14T10:45:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-11-14T10:45:00,2024-11-14T10:45:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-11-14T10:45:00,2024-11-14T10:45:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
CY,111,CYPRUS AIRWAYS,2024-11-14T10:45:00,2024-11-14T10:45:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
DL,7425,DELTA AIRLINES,2024-11-14T10:45:00,2024-11-14T10:45:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,002,EL AL ISRAEL AIRLINES,2024-11-14T10:45:00,2024-11-14T10:45:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,221,EL AL ISRAEL AIRLINES,2024-11-14T10:55:00,2024-11-14T10:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
EY,593,ETIHAD AIRWAYS,2024-11-14T11:25:00,2024-11-14T11:25:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,9600,EL AL ISRAEL AIRLINES,2024-11-14T11:25:00,2024-11-14T11:25:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,973,EL AL ISRAEL AIRLINES,2024-11-14T11:40:00,2024-11-14T11:40:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
EK,2363,EMIRATES,2024-11-14T11:50:00,2024-11-14T11:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-11-14T11:50:00,2024-11-14T11:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,813,ARKIA  ISRAELI  AIRLINES,2024-11-14T11:50:00,2024-11-14T11:50:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
6H,044,ISRAIR AIRLINES,2024-11-14T11:55:00,2024-11-14T11:55:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,542,EL AL ISRAEL AIRLINES,2024-11-14T12:05:00,2024-11-14T12:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,152,ARKIA  ISRAELI  AIRLINES,2024-11-14T12:10:00,2024-11-14T12:10:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-11-14T12:30:00,2024-11-14T12:30:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,5146,EL AL ISRAEL AIRLINES,2024-11-14T12:30:00,2024-11-14T12:30:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,NOT FINAL,לא סופי
HY,302,UZBEKISTAN AIR,2024-11-14T12:35:00,2024-11-14T12:35:00,D,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,ON TIME,בזמן
LY,5108,EL AL ISRAEL AIRLINES,2024-11-14T12:35:00,2024-11-14T12:35:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
E2,503,AIR HAIFA,2024-11-14T12:40:00,2024-11-14T12:40:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
EK,2268,EMIRATES,2024-11-14T12:45:00,2024-11-14T12:45:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
EY,594,ETIHAD AIRWAYS,2024-11-14T12:45:00,2024-11-14T12:45:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1635,FLYDUBAI,2024-11-14T12:45:00,2024-11-14T12:45:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,9601,EL AL ISRAEL AIRLINES,2024-11-14T12:45:00,2024-11-14T12:45:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
6H,884,ISRAIR AIRLINES,2024-11-14T12:45:00,2024-11-14T12:45:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
IZ,212,ARKIA  ISRAELI  AIRLINES,2024-11-14T12:50:00,2024-11-14T12:50:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
AM,7871,AERO MEXICO,2024-11-14T13:00:00,2024-11-14T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
